mz,intensity
347.1547546386719,25708.53515625
351.1650085449219,17381.69921875
355.16107177734375,15637.6435546875
357.14007568359375,177442.0625
364.19708251953125,35929.10546875
365.1932373046875,18020.220703125
367.1719665527344,20613.76171875
369.1768493652344,72621.84375
373.1717529296875,78320.6484375
374.6893310546875,59499.78515625
375.1510009765625,148654.34375
375.1882629394531,13163.7822265625
377.19317626953125,286852.71875
378.1960754394531,34303.1875
380.1932373046875,16216.001953125
383.69671630859375,106099.4296875
384.1954040527344,43002.2421875
387.1878662109375,52091.6796875
387.6988525390625,46978
388.1922912597656,23360.333984375
389.1573181152344,27447.5546875
389.1932067871094,18387.384765625
392.1923828125,21785.462890625
392.7008361816406,90736.1640625
393.159912109375,14298.8046875
393.2037658691406,21343.705078125
395.2037048339844,359626.1875
396.2064208984375,28489.265625
396.703125,208598.328125
397.2038879394531,59552.91796875
398.20477294921875,60749.828125
401.16705322265625,24444.998046875
405.7085876464844,802736.8125
406.2099914550781,205096.578125
407.1667175292969,50339.75390625
410.1669006347656,36704.3828125
411.1616516113281,22662.953125
412.2292175292969,28201.1953125
414.209228515625,109998.03125
414.2392578125,20340.56640625
414.27227783203125,128937.078125
414.6491394042969,37188.0625
414.71392822265625,6399492
414.83660888671875,25604.478515625
415.2156982421875,1814823.875
415.26861572265625,19572.890625
416.21356201171875,249225.625
417.2160339355469,22841.16015625
425.1770324707031,96254.5078125
426.1989440917969,34423.234375
428.17816162109375,81585.484375
428.2126159667969,28922.072265625
434.2243347167969,475589.84375
435.2270202636719,53563.33984375
438.1983337402344,55453.13671875
444.2088623046875,81149.328125
446.18798828125,54151.1875
446.2246398925781,38686.51953125
453.29119873046875,11891.666015625
454.2046203613281,34624.18359375
456.2086486816406,104348.3515625
464.1868591308594,18883.1796875
466.239013671875,17437.55859375
467.2249755859375,32614.5
468.2121276855469,19463.3828125
468.3181457519531,17478.595703125
474.22003173828125,80222.515625
477.2261047363281,17074.84375
478.24066162109375,49356.38671875
482.1980285644531,127902.71875
482.2276916503906,14422.359375
483.2033386230469,16105.234375
485.2347717285156,79647.6328125
486.2190246582031,34252.82421875
488.2247009277344,55152.203125
492.2261047363281,21964.283203125
494.23583984375,17163.47265625
496.2514953613281,140732.375
497.2545166015625,28705.060546875
499.2496643066406,33978.62109375
500.18121337890625,13179.06640625
500.23370361328125,24372.5390625
503.24554443359375,242550.984375
504.2529296875,28945.5078125
506.23590087890625,300383.90625
507.2378234863281,42746.88671875
509.235595703125,44193.34765625
510.2322998046875,32504.638671875
512.21142578125,13549.8359375
517.26312255859375,43703.06640625
521.2567138671875,1574447.125
522.259521484375,246884.78125
524.21319580078125,9862.130859375
524.24615478515625,463134.53125
525.24835205078125,75208.3515625
527.24664306640625,130093.53125
528.25164794921875,16463.96875
535.26092529296875,29808.00390625
536.24774169921875,26837.083984375
539.22100830078125,30710.71484375
545.25347900390625,95241.78125
546.25604248046875,15314.8193359375
553.274169921875,161446.6875
554.27532958984375,25880.748046875
555.25360107421875,34282.734375
558.28839111328125,22824.859375
563.25726318359375,224634.015625
564.2603759765625,23652.3359375
565.2371826171875,50290.40625
566.2398681640625,21045.16796875
576.29974365234375,28401.884765625
580.27606201171875,21313.17578125
581.2679443359375,870179.4375
582.27032470703125,190534.8125
583.24627685546875,119121.296875
583.28118896484375,11638.9794921875
584.257080078125,18217.32421875
584.302001953125,83417.609375
592.28533935546875,16850.99609375
593.2679443359375,24431.55078125
599.27874755859375,52567.26171875
602.261962890625,26851.82421875
602.31427001953125,408765.15625
603.31695556640625,59176.140625
610.294677734375,43203.9765625
611.2783203125,19741.302734375
619.28076171875,16478.513671875
620.32470703125,3030980.25
621.32757568359375,617858.8125
629.3245849609375,24848.046875
630.30963134765625,39706.69140625
636.30938720703125,86979.0078125
637.29229736328125,74740.2109375
638.28485107421875,38134.15625
638.32720947265625,53299.75
639.2838134765625,15616.9345703125
646.2933349609375,111045.5390625
647.335205078125,38231.421875
647.691650390625,14060.8359375
654.31878662109375,206957.515625
655.33697509765625,90262.84375
656.33001708984375,39517.6640625
664.3043212890625,438134.53125
665.30731201171875,95293.140625
673.3507080078125,497416
674.35205078125,112868.0703125
682.315185546875,322133.21875
683.3187255859375,68416.578125
691.36163330078125,4302035.5
691.49920654296875,23945.67578125
692.36474609375,978277.4375
699.3416748046875,54009.2265625
700.3262939453125,160269.375
701.3387451171875,64168.51171875
